Parcela;Obs_parcela;N.;Nome_comum;Familia;;DAP;Altura;Altura_medida_estimada;Morta;Tipo;Ano;;
TLO_097a102;NA;2237B;ENVIRA SURUCUCU;Fabaceae;;12,5;12,5;EST;NA;NA;2015;;
TLO_097a102;NA;2238;CHICLETE BRAVO;Sapotaceae;;14,5;13,8;EST;NA;NA;2015;;
TLO_097a102;NA;2238B;UCUQUIRANA;Lecythidaceae;;11,5;11,7;EST;NA;NA;2015;;
TLO_097a102;NA;2239;BREU VERMELHO;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_097a102;NA;2240;MUIRATINGA;Moraceae;;13,0;12,8;EST;NA;NA;2015;;
TLO_097a102;NA;2240A;MATAMATA AMARELO;Humiriaceae;;12,6;12,5;EST;NA;NA;2015;;
TLO_097a102;NA;2241;RIPEIRO VERMELHO;NA;;16,7;15,2;EST;NA;NA;2015;;
TLO_097a102;NA;2242;UCUQUIRANA;Fabaceae;;34,2;23,9;EST;NA;NA;2015;;
TLO_097a102;NA;2243;PAU MARFIM;Humiriaceae;;31,0;22,6;EST;NA;NA;2015;;
TLO_097a102;NA;2244;MATAMATA AMARELO;Lecythidaceae;;12,0;12,1;EST;NA;NA;2015;;
TLO_097a102;NA;2244B;ABIURANA;Burseraceae;;12,5;12,5;EST;NA;NA;2015;;
TLO_097a102;NA;2245;ABIURANA;Sapotaceae;;11,7;11,9;EST;NA;NA;2015;;
TLO_097a102;NA;2246;BREU VERMELHO;Fabaceae;;13,6;13,2;EST;NA;NA;2015;;
TLO_097a102;NA;2247;ABIURANA;Bombacaceae;;NA;NA;EST;M;NA;2015;;
TLO_097a102;NA;2248;INHARE;Sapindaceae;;18,8;16,5;EST;NA;NA;2015;;
TLO_097a102;NA;2249;ENVIRA AMARELA;NA;;NA;NA;EST;M;NA;2015;;
TLO_097a102;NA;2250;MAMAOZINHO;Lauraceae;;44,9;27,7;EST;NA;NA;2015;;
TLO_097a102;NA;2251;RIPEIRO VERMELHO;Sapotaceae;;15,6;14,5;EST;NA;NA;2015;;
TLO_097a102;NA;2252;RIPEIRO VERMELHO;Lecythidaceae;;20,7;17,6;EST;NA;NA;2015;;
TLO_097a102;NA;2253;MATAMATA AMARELO;Annonaceae;;17,2;15,5;EST;NA;NA;2015;;
TLO_097a102;NA;2254;SORVA GRANDE;Chrysobalanaceae;;37,2;25,1;EST;NA;NA;2015;;
TLO_097a102;NA;2255;SURUCUCUMIR�;Moraceae;;NA;NA;EST;M;NA;2015;;
TLO_097a102;NA;2256;CHICLETE BRAVO;NA;;NA;NA;EST;M;NA;2015;;
TLO_097a102;NA;2257;BREU VERMELHO;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_097a102;NA;2258;CARAIPE;Sapotaceae;;18,3;16,2;EST;NA;NA;2015;;
TLO_097a102;NA;2258F;AMEIXA DA MATA;Fabaceae;;13,2;12,9;EST;NA;NA;2015;;
TLO_097a102;NA;2259;LOURO FOFO;Lecythidaceae;;16,3;15,0;EST;NA;NA;2015;;
TLO_097a102;NA;2260;ABIURANA;Lecythidaceae;;16,4;15,0;EST;NA;NA;2015;;
TLO_097a102;NA;2261;UCUUBA PRETA;Memecylaceae;;15,0;14,1;EST;NA;NA;2015;;
TLO_097a102;NA;2262;EMBAUBARANA;Myristicaceae;;20,8;17,6;EST;NA;NA;2015;;
TLO_097a102;NA;2262H;JOAO MOLE;Lecythidaceae;;10,9;11,3;EST;NA;NA;2015;;
TLO_097a102;NA;2263;MATAMATA AMARELO;Lauraceae;;20,0;17,2;EST;NA;NA;2015;;
TLO_097a102;NA;2263D;BREU VERMELHO;Lecythidaceae;;13,8;13,4;EST;NA;NA;2015;;
TLO_097a102;NA;2264;CUPIUBA;Fabaceae;;73,6;34,9;EST;NA;NA;2015;;
TLO_097a102;NA;2265;CHICLETE BRAVO;Cecropiaceae;;22,8;18,7;EST;NA;NA;2015;;
TLO_097a102;NA;2266;BREU VERMELHO;Olacaceae;;16,5;15,1;EST;NA;NA;2015;;
TLO_097a102;NA;2267;LOURO PRETO;Simaroubaceae;;35,2;24,3;EST;NA;NA;2015;;
TLO_097a102;NA;2268;ITAUBA;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_097a102;NA;2269;ENVIRA AMARELA;NA;;16,8;15,3;EST;NA;NA;2015;;
TLO_097a102;NA;2270;ACARIQUARA ROXA;Sapotaceae;;32,3;23,1;EST;NA;NA;2015;;
TLO_097a102;NA;2254G;EMBAUBARANA;Chrysobalanaceae;;11,5;11,7;EST;NA;NA;2015;;
TLO_097a102;NA;2271;UCUQUIRANA;Fabaceae;;18,3;16,2;EST;NA;NA;2015;;
TLO_097a102;NA;2271A;ABIURANA;Myrtaceae;;14,9;14,1;EST;NA;NA;2015;;
TLO_097a102;NA;2272;UCUQUIRANA;Lauraceae;;24,0;19,3;EST;NA;NA;2015;;
TLO_097a102;NA;2272A;MATAMATA AMARELO;Cecropiaceae;;11,0;11,4;EST;NA;NA;2015;;
TLO_097a102;NA;2273;MATAMATA AMARELO;Lecythidaceae;;25,6;20,1;EST;NA;NA;2015;;
TLO_097a102;NA;2274;BREU VERMELHO;NA;;15,0;14,1;EST;NA;NA;2015;;
TLO_097a102;NA;2275;FAVEIRA;Fabaceae;;26,5;20,5;EST;NA;NA;2015;;
TLO_097a102;NA;2275B;PAJURAZINHO;Euphorbiaceae;;10,6;11,1;EST;NA;NA;2015;;
TLO_097a102;NA;2276;MACUCU CHIADOR;Lecythidaceae;;15,6;14,5;EST;NA;NA;2015;;
TLO_097a102;NA;2276C;BREU VERMELHO;Combretaceae;;13,5;13,2;EST;NA;NA;2015;;
TLO_097a102;NA;2277;UCUUBA PUNA;Lecythidaceae;;33,1;23,4;EST;NA;NA;2015;;
TLO_097a102;NA;2278;MATAMATA AMARELO;Lecythidaceae;;17,8;15,9;EST;NA;NA;2015;;
TLO_097a102;NA;2278C;LOURO PRETO;Lauraceae;;11,7;11,9;EST;NA;NA;2015;;
TLO_097a102;NA;2279;ANGELIM RAJADO;Memecylaceae;;27,0;20,8;EST;NA;NA;2015;;
TLO_097a102;NA;2280;BREU VERMELHO;Sterculiaceae;;13,8;13,4;EST;NA;NA;2015;;
TLO_097a102;NA;2280A ;MATAMATA AMARELO;Lauraceae;;12,0;12,1;EST;NA;NA;2015;;
TLO_097a102;NA;2281;JARAI;Lecythidaceae;;21,0;17,7;EST;NA;NA;2015;;
TLO_097a102;NA;2282;TACHI PRETO;Lecythidaceae;;35,3;24,3;EST;NA;NA;2015;;
TLO_097a102;NA;2283;TANIMBUCA CINZEIRO;Meliaceae;;16,4;15,0;EST;NA;NA;2015;;
TLO_097a102;NA;2284;ARACA BRAVO;Moraceae;;22,3;18,4;EST;NA;NA;2015;;
TLO_097a102;NA;2285;ABIURANA;NA;;33,3;23,5;EST;NA;NA;2015;;
TLO_097a102;NA;2286;JOAO MOLE;Celastraceae;;17,1;15,5;EST;NA;NA;2015;;
TLO_097a102;NA;2287;MATAMATA AMARELO;Sapotaceae;;22,3;18,4;EST;NA;NA;2015;;
TLO_097a102;NA;2288;ORELHA DE BURRO;Olacaceae;;12,0;12,1;EST;NA;NA;2015;;
TLO_097a102;NA;2288E;LOURO PRETO;NA;;10,6;11,1;EST;NA;NA;2015;;
TLO_097a102;NA;2289;CASTANHA JARANA FG;Lecythidaceae;;14,0;13,5;EST;NA;NA;2015;;
TLO_097a102;NA;2290;BREU VERMELHO;Chrysobalanaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2291;BRANQUINHA;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2291A;BREU VERMELHO;Sapotaceae;;15,0;14,1;EST;NA;NA;2015;;
TLO_103a108;NA;2291B1;BREU VERMELHO;Lecythidaceae;;11,8;12,0;EST;NA;NA;2015;;
TLO_103a108;NA;2291B2;ABIURANA;Quiinaceae;;20,0;17,2;EST;NA;NA;2015;;
TLO_103a108;NA;2292;ARABA VERMELHO;Lecythidaceae;;29,7;22,0;EST;NA;NA;2015;;
TLO_103a108;NA;2292F;ARACA;Euphorbiaceae;;11,5;11,7;EST;NA;NA;2015;;
TLO_103a108;NA;2293;LOURO FOFO;Apocynaceae;;17,8;15,9;EST;NA;NA;2015;;
TLO_103a108;NA;2294;CARDEIRO;Lecythidaceae;;73,0;34,7;EST;NA;NA;2015;;
TLO_103a108;NA;2294C;LOURO ARITU;Sapotaceae;;13,3;13,0;EST;NA;NA;2015;;
TLO_103a108;NA;2295;ABIURANA;Fabaceae;;55,0;30,7;EST;NA;NA;2015;;
TLO_103a108;NA;2296;BREU VERMELHO;Burseraceae;;20,4;17,4;EST;NA;NA;2015;;
TLO_103a108;NA;2297;BREU VERMELHO;Lecythidaceae;;17,8;15,9;EST;NA;NA;2015;;
TLO_103a108;NA;2298;BREU PELUDO;Rubiaceae;;20,5;17,4;EST;NA;NA;2015;;
TLO_103a108;NA;2298B;ABIURANA;Burseraceae;;15,5;14,5;EST;NA;NA;2015;;
TLO_103a108;NA;2299;LACRE VERMELHO;Burseraceae;;27,0;20,8;EST;NA;NA;2015;;
TLO_103a108;NA;2300;CAROBA;Lecythidaceae;;23,0;18,8;EST;NA;NA;2015;;
TLO_103a108;NA;2300B;CASTANHA JARANA FM;NA;;13,7;13,3;EST;NA;NA;2015;;
TLO_103a108;NA;2301;INGA VERMELHA;NA;;10,7;11,2;EST;NA;NA;2015;;
TLO_103a108;NA;2301B;SORVA DA MATA;Lecythidaceae;;11,7;11,9;EST;NA;NA;2015;;
TLO_103a108;NA;2302;TACHI VERMELHO;Sapotaceae;;48,4;28,8;EST;NA;NA;2015;;
TLO_103a108;NA;2303;ENVIRA BOBO;Lecythidaceae;;26,0;20,3;EST;NA;NA;2015;;
TLO_103a108;NA;2304;ABIURANA;Lauraceae;;45,8;28,0;EST;NA;NA;2015;;
TLO_103a108;NA;2305;BREU VERMELHO;Sterculiaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2305B;TAQUARI VERMELHO;Burseraceae;;12,3;12,3;EST;NA;NA;2015;;
TLO_103a108;NA;2306;UCUUBA VERMELHA;Lecythidaceae;;14,8;14,0;EST;NA;NA;2015;;
TLO_103a108;NA;2307;ABIURANA;Bombacaceae;;10,3;10,9;EST;NA;NA;2015;;
TLO_103a108;NA;2308;BREU VERMELHO;Sapotaceae;;15,6;14,5;EST;NA;NA;2015;;
TLO_103a108;NA;2309;MAMAOZINHO;Burseraceae;;49,4;29,1;EST;NA;NA;2015;;
TLO_103a108;NA;2310;RIPEIRO VERMELHO;Lecythidaceae;;20,6;17,5;EST;NA;NA;2015;;
TLO_103a108;NA;2311;GITO VERMELHO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2312;CUMARU ROXO;Burseraceae;;22,1;18,3;EST;NA;NA;2015;;
TLO_103a108;NA;2312B;BRANQUINHA;Lecythidaceae;;12,3;12,3;EST;NA;NA;2015;;
TLO_103a108;NA;2313;MATAMATA AMARELO;Lecythidaceae;;13,9;13,4;EST;NA;NA;2015;;
TLO_103a108;NA;2314;ABIURANA;Myristicaceae;;21,5;18,0;EST;NA;NA;2015;;
TLO_103a108;NA;2315;CASTANHA JARANA FG;Sapotaceae;;28,7;21,5;EST;NA;NA;2015;;
TLO_103a108;NA;2316;PAU RAINHA;Fabaceae;;36,4;24,7;EST;NA;NA;2015;;
TLO_103a108;NA;2317;MATAMATA AMARELO;Olacaceae;;16,2;14,9;EST;NA;NA;2015;;
TLO_103a108;NA;2318;MACARANDUBA;Fabaceae;;21,3;17,9;EST;NA;NA;2015;;
TLO_103a108;NA;2319;LACRE VERMELHO;Olacaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2320;ENVIRA BOBO;Lecythidaceae;;23,1;18,8;EST;NA;NA;2015;;
TLO_103a108;NA;2321;ENVIRA AMARELA;Moraceae;;15,0;14,1;EST;NA;NA;2015;;
TLO_103a108;NA;2322;ABIURANA;Moraceae;;24,5;19,6;EST;NA;NA;2015;;
TLO_103a108;NA;2323;ARACA BRAVO;Lecythidaceae;;13,0;12,8;EST;NA;NA;2015;;
TLO_103a108;NA;2324;ENVIRA TARIPUCU;Myristicaceae;;26,2;20,4;EST;NA;NA;2015;;
TLO_103a108;NA;2325;ABIURANA;NA;;20,1;17,2;EST;NA;NA;2015;;
TLO_103a108;NA;2325C;ABIURANA;NA;;25,9;20,2;EST;NA;NA;2015;;
TLO_103a108;NA;2325F;MACUCU;Lecythidaceae;;11,6;11,8;EST;NA;NA;2015;;
TLO_103a108;NA;2325I;ARACA BRAVO;NA;;11,6;11,8;EST;NA;NA;2015;;
TLO_103a108;NA;2326;RIPEIRO VERMELHO;Lecythidaceae;;40,7;26,3;EST;NA;NA;2015;;
TLO_103a108;NA;2327;BREU VERMELHO;Lecythidaceae;;21,4;17,9;EST;NA;NA;2015;;
TLO_103a108;NA;2327B;BREU VERMELHO;Fabaceae;;12,7;12,6;EST;NA;NA;2015;;
TLO_103a108;NA;2327I;MATAMATA BRANCO;NA;;10,5;11,0;EST;NA;NA;2015;;
TLO_103a108;NA;2328;DIMA;NA;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2329;ABIURANA;Ebenaceae;;26,9;20,7;EST;NA;NA;2015;;
TLO_103a108;NA;2330;AMAPA ROXO;Lecythidaceae;;20,0;17,2;EST;NA;NA;2015;;
TLO_103a108;NA;2331;FAVEIRA;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2332;LACRE VERMELHO;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2333;BUCHUCHU CANELA DE VELHO;Melastomataceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2333A;JOAO MOLE;Lecythidaceae;;12,2;12,2;EST;NA;NA;2015;;
TLO_103a108;NA;2333B;BREU VERMELHO;NA;;15,2;14,3;EST;NA;NA;2015;;
TLO_103a108;NA;2334;ABIURANA ABIU;Annonaceae;;37,9;25,3;EST;NA;NA;2015;;
TLO_103a108;NA;2334I;AMEIXA 2;NA;;10,5;11,0;EST;NA;NA;2015;;
TLO_103a108;NA;2335;BREU VERMELHO;Violaceae;;22,5;18,5;EST;NA;NA;2015;;
TLO_103a108;NA;2335I;INGA MARI MARI;NA;;10,4;10,9;EST;NA;NA;2015;;
TLO_103a108;NA;2336;MACARANDUBA;Lecythidaceae;;12,7;12,6;EST;NA;NA;2015;;
TLO_103a108;NA;2337;MATAMATA AMARELO;Chrysobalanaceae;;12,6;12,5;EST;NA;NA;2015;;
TLO_103a108;NA;2337I;MACUCU CHIADOR;Fabaceae;;11,5;11,7;EST;NA;NA;2015;;
TLO_103a108;NA;2338;UCUQUIRANA;Sapotaceae;;25,7;20,1;EST;NA;NA;2015;;
TLO_103a108;NA;2339;ENVIRA AMARELA;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2340;JARAI;Fabaceae;;14,9;14,1;EST;NA;NA;2015;;
TLO_103a108;NA;2341;UCUQUIRANA;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2342;UCUUBA;Lauraceae;;20,2;17,3;EST;NA;NA;2015;;
TLO_103a108;NA;2342H;BREU VERMELHO;Lecythidaceae;;13,7;13,3;EST;NA;NA;2015;;
TLO_103a108;NA;2343;MATAMATA AMARELO;Boraginaceae;;19,3;16,8;EST;NA;NA;2015;;
TLO_103a108;NA;2344;NA;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2345;DIMA;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2346;RIPEIRO VERMELHO;Sapindaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2347;CAROBA;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2348;MATAMATA AMARELO;Chrysobalanaceae;;15,7;14,6;EST;NA;NA;2015;;
TLO_103a108;NA;2349;TINTEIRO;Lauraceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2350;TINTEIRO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2351;BUCHUCHU CANELA DE VELHO;Memecylaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2352;ABIURANA;NA;;16,5;15,1;EST;NA;NA;2015;;
TLO_103a108;NA;2353;ABIURANA;Lauraceae;;17,0;15,4;EST;NA;NA;2015;;
TLO_103a108;NA;2353B;MATAMATA AMARELO;Clusiaceae;;12,5;12,5;EST;NA;NA;2015;;
TLO_103a108;NA;2354;ARABA ROXO;Meliaceae;;14,5;13,8;EST;NA;NA;2015;;
TLO_103a108;NA;2355;TINTEIRO;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2356;MATAMATA AMARELO;Lauraceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2357;DIMA;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2358;TACHI VERMELHO;NA;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2359;CARAIPE;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2360;MATAMATA AMARELO;Fabaceae;;11,0;11,4;EST;NA;NA;2015;;
TLO_103a108;NA;2361;ABIURANA;Fabaceae;;21,5;18,0;EST;NA;NA;2015;;
TLO_103a108;NA;2362;BUCHUCHU CANELA DE VELHO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2363;DIMA;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2364;ARACA BRAVO;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2365;PAJURAZINHO;Sapotaceae;;14,5;13,8;EST;NA;NA;2015;;
TLO_103a108;NA;2366;PITOMBA DA MATA;Fabaceae;;13,5;13,2;EST;NA;NA;2015;;
TLO_103a108;NA;2366I;CARDEIRO;Fabaceae;;13,5;13,2;EST;NA;NA;2015;;
TLO_103a108;NA;2366IA;BREU MANGA;Lecythidaceae;;10,3;10,9;EST;NA;NA;2015;;
TLO_103a108;NA;2352J;PIMENTA DE NAMBU;NA;;NA;NA;EST;NA;NA;2015;;
TLO_103a108;NA;2367;BUCHUCHU CANELA DE VELHO;Lecythidaceae;;32,5;23,2;EST;NA;NA;2015;;
TLO_103a108;NA;2368;MATAMATA AMARELO;Lecythidaceae;;13,8;13,4;EST;NA;NA;2015;;
TLO_103a108;NA;2369;RIPEIRO VERMELHO;Burseraceae;;16,9;15,3;EST;NA;NA;2015;;
TLO_103a108;NA;2370;LOURO PRETO;Lauraceae;;15,4;14,4;EST;NA;NA;2015;;
TLO_103a108;NA;2370I;BREU VERMELHO;NA;;10,3;10,9;EST;NA;NA;2015;;
TLO_103a108;NA;2371;MACARANDUBA;Fabaceae;;15,2;14,3;EST;NA;NA;2015;;
TLO_103a108;NA;2371B;TABOQUINHA;Memecylaceae;;11,7;11,9;EST;NA;NA;2015;;
TLO_103a108;NA;2372;CARAIPERANA;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2372C;LOURO PRETO;Fabaceae;;12,4;12,4;EST;NA;NA;2015;;
TLO_103a108;NA;2373;CARAIPE;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2374;ROSADA BRAVA;Burseraceae;;31,6;22,8;EST;NA;NA;2015;;
TLO_103a108;NA;2374D;ABIURANA;Quiinaceae;;11,6;11,8;EST;NA;NA;2015;;
TLO_103a108;NA;2375;BUCHUCHU CANELA DE VELHO;Moraceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2376;JOAO MOLE;Elaeocarpaceae;;12,6;12,5;EST;NA;NA;2015;;
TLO_103a108;NA;2377;MUIRAJIBOIA AMARELA;Fabaceae;;20,6;17,5;EST;NA;NA;2015;;
TLO_103a108;NA;2378;RIPEIRO VERMELHO;Fabaceae;;14,6;13,9;EST;NA;NA;2015;;
TLO_103a108;NA;2378I;MATAMATA AMARELO;NA;;10,3;10,9;EST;NA;NA;2015;;
TLO_103a108;NA;2379;CARAIPE;Annonaceae;;18,9;16,5;EST;NA;NA;2015;;
TLO_103a108;NA;2380;MUIRAJIBOIA AMARELA;Sapotaceae;;14,7;14,0;EST;NA;NA;2015;;
TLO_103a108;NA;2381;ABIURANA;Combretaceae;;15,0;14,1;EST;NA;NA;2015;;
TLO_103a108;NA;2382;BUCHUCHU CANELA DE VELHO;Annonaceae;;20,0;17,2;EST;NA;NA;2015;;
TLO_103a108;NA;2383;CARAIPE;Euphorbiaceae;;14,0;13,5;EST;NA;NA;2015;;
TLO_103a108;NA;2384;CHICLETE BRAVO;Burseraceae;;14,4;13,8;EST;NA;NA;2015;;
TLO_103a108;NA;2385;MACARANDUBA;Fabaceae;;11,0;11,4;EST;NA;NA;2015;;
TLO_103a108;NA;2386;SERINGARANA;Annonaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2387;LOURO FOFO;Sapindaceae;;16,6;15,2;EST;NA;NA;2015;;
TLO_103a108;NA;2388;CACAUI;Fabaceae;;13,2;12,9;EST;NA;NA;2015;;
TLO_103a108;NA;2388F;MATAMATA AMARELO;Lecythidaceae;;12,0;12,1;EST;NA;NA;2015;;
TLO_103a108;NA;2389;MAMAOZINHO;Flacourtiaceae;;39,5;25,9;EST;NA;NA;2015;;
TLO_103a108;NA;2390;ABIURANA;Chrysobalanaceae;;17,0;15,4;EST;NA;NA;2015;;
TLO_103a108;NA;2391;PIQUIA MARFIM;Lecythidaceae;;57,0;31,2;EST;NA;NA;2015;;
TLO_103a108;NA;2391I;UCUUBA VERMELHA;NA;;10,4;10,9;EST;NA;NA;2015;;
TLO_103a108;NA;2392;ABIURANA BRANCA;Cecropiaceae;;52,6;30,0;EST;NA;NA;2015;;
TLO_103a108;NA;2392B;CAROBA;Bombacaceae;;14,2;13,6;EST;NA;NA;2015;;
TLO_103a108;NA;2393;JOAO MOLE;Fabaceae;;21,6;18,0;EST;NA;NA;2015;;
TLO_103a108;NA;2394;ABIURANA;Lauraceae;;20,8;17,6;EST;NA;NA;2015;;
TLO_103a108;NA;2395;LOURO ARITU;Burseraceae;;17,4;15,7;EST;NA;NA;2015;;
TLO_103a108;NA;2396;CAROBA;Euphorbiaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2397;MUIRATINGA;Chrysobalanaceae;;10,8;11,2;EST;NA;NA;2015;;
TLO_103a108;NA;2398;ABIURANA OLHO DE VEADO;NA;;28,1;21,3;EST;NA;NA;2015;;
TLO_103a108;NA;2399;MATAMATA AMARELO;Sapotaceae;;22,3;18,4;EST;NA;NA;2015;;
TLO_103a108;NA;2400;JOAO MOLE;Fabaceae;;19,9;17,1;EST;NA;NA;2015;;
TLO_103a108;NA;2401;PAJURAZINHO;Lecythidaceae;;27,2;20,9;EST;NA;NA;2015;;
TLO_103a108;NA;2402;LOURO FOFO;Fabaceae;;15,2;14,3;EST;NA;NA;2015;;
TLO_103a108;NA;2403;CARAIPE;Lecythidaceae;;14,9;14,1;EST;NA;NA;2015;;
TLO_103a108;NA;2404;FAVEIRA BENGUE;Rubiaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2405;GITO BRANCO;Annonaceae;;25,2;19,9;EST;NA;NA;2015;;
TLO_103a108;NA;2406;CHICLETE BRAVO;Rubiaceae;;39,1;25,8;EST;NA;NA;2015;;
TLO_103a108;NA;2407;SUPIA;Burseraceae;;20,0;17,2;EST;NA;NA;2015;;
TLO_103a108;NA;2408;UCUUBA VERMELHA;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2409;UCUQUIRANA;Fabaceae;;24,4;19,5;EST;NA;NA;2015;;
TLO_103a108;NA;2410;MUIRAPURANA;Burseraceae;;17,2;15,5;EST;NA;NA;2015;;
TLO_103a108;NA;2411;MUIRAJIBOIA PRETA;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2412;BREU PITOMBA;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2413;ABIURANA;Euphorbiaceae;;39,2;25,8;EST;NA;NA;2015;;
TLO_103a108;NA;2413F;EMBAUBARANA;Sapotaceae;;15,5;14,5;EST;NA;NA;2015;;
TLO_103a108;NA;2414;FALSA RAINHA;Sapotaceae;;12,0;12,1;EST;NA;NA;2015;;
TLO_103a108;NA;2415;MACUCU FOFO;Lecythidaceae;;20,5;17,4;EST;NA;NA;2015;;
TLO_103a108;NA;2415H;EMBAUBARANA;Nyctaginaceae;;11,0;11,4;EST;NA;NA;2015;;
TLO_103a108;NA;2416;MACARANDUBA;Meliaceae;;34,2;23,9;EST;NA;NA;2015;;
TLO_103a108;NA;2417;ANGELIM RAJADO;Lecythidaceae;;25,1;19,8;EST;NA;NA;2015;;
TLO_103a108;NA;2418;CHICLETE BRAVO;Lecythidaceae;;20,0;17,2;EST;NA;NA;2015;;
TLO_103a108;NA;2419;MATAMATA AMARELO;Sapotaceae;;13,5;13,2;EST;NA;NA;2015;;
TLO_103a108;NA;2420;ABIURANA;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2421;ENVIRA FOFA;Annonaceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2422;CARAIPE;Fabaceae;;12,7;12,6;EST;NA;NA;2015;;
TLO_103a108;NA;2423;CARAIPE;Fabaceae;;43,7;27,3;EST;NA;NA;2015;;
TLO_103a108;NA;2424;MATAMATA AMARELO;Sapotaceae;;16,4;15,0;EST;NA;NA;2015;;
TLO_103a108;NA;2425;BREU VERMELHO;Lecythidaceae;;17,4;15,7;EST;NA;NA;2015;;
TLO_103a108;NA;2426;ABIURANA;Lecythidaceae;;18,5;16,3;EST;NA;NA;2015;;
TLO_103a108;NA;2426F;MATAMATA AMARELO;Sapotaceae;;11,1;11,5;EST;NA;NA;2015;;
TLO_103a108;NA;2427;ABIURANA ABIU;Anacardiaceae;;33,9;23,8;EST;NA;NA;2015;;
TLO_103a108;NA;2428;BREU MANGA;Burseraceae;;26,8;20,7;EST;NA;NA;2015;;
TLO_103a108;NA;2429;ABIURANA ABIU;Annonaceae;;25,5;20,0;EST;NA;NA;2015;;
TLO_103a108;NA;2429I;RIPEIRO BRANCO;NA;;11,1;11,5;EST;NA;NA;2015;;
TLO_103a108;NA;2430;SAPATEIRO;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2431;PAJURAZINHO;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_103a108;NA;2432;CAJUI;Lauraceae;;62,5;32,5;EST;NA;NA;2015;;
TLO_103a108;NA;2433;PAJURA;Violaceae;;31,6;22,8;EST;NA;NA;2015;;
TLO_103a108;NA;2434;ABIURANA;Lecythidaceae;;36,3;24,7;EST;NA;NA;2015;;
TLO_103a108;NA;2435;UCUQUIRANA;Cecropiaceae;;25,2;19,9;EST;NA;NA;2015;;
TLO_103a108;NA;2435E;TAPURA;Melastomataceae;;10,5;11,0;EST;NA;NA;2015;;
TLO_103a108;NA;2435I;MATAMATA AMARELO;NA;;10,8;11,2;EST;NA;NA;2015;;
TLO_103a108;NA;2436;ABIURANA OLHO DE VEADO;Myristicaceae;;27,7;21,1;EST;NA;NA;2015;;
TLO_103a108;NA;2436I;JACAREUBA;NA;;10,9;11,3;EST;NA;NA;2015;;
TLO_103a108;NA;2437;MACUCU CHIADOR;Annonaceae;;15,5;14,5;EST;NA;NA;2015;;
TLO_103a108;NA;2438;CARAIPE;Fabaceae;;21,8;18,2;EST;NA;NA;2015;;
