common_name;species;genus;family
ENVIRA BRANCA;Xylopia polyantha;Xylopia ;Annonaceae
LOURO BOSTA;Ocotea matogrossensis;Ocotea ;Lauraceae
AZEITONA DA MATA;Myrcia subsericea;Myrcia ;Myrtaceae
CAPITIU;Siparuna decipiens;Siparuna ;Siparunaceae
URUCUM BRAVO;Croton urucurana;Croton ;Euphorbiaceae
TAQUARI;Mabea speciosa;Mabea ;Euphorbiaceae
LOURO FOFO;Aniba panurensis sensu lato;Aniba ;Lauraceae
ACARIQUARA ROXA;Minquartia guianensis;Minquartia ;Olacaceae
BREU VERMELHO;Protium pallidum;Protium ;Burseraceae
JOAO MOLE;Neea cf robusta;Neea ;Nyctaginaceae
CAFE BRAVO;Kutchubaea insignis;Kutchubaea ;Rubiaceae
GITO VERMELHO;Guarea convergens;Guarea ;Meliaceae
LOURO PRETO;Ocotea cinerea;Ocotea ;Lauraceae
MAMAOZINHO;Mouriri nigra;Mouriri ;Melastomataceae
ABIURANA FEDORENTA;Pouteria retinervis;Pouteria ;Sapotaceae
MANDIOQUEIRA;Vochysiaceae spp ;Vochysiaceae ;Vochysiaceae
ABIURANA OLHO DE VEADO;Pouteria anomala;Pouteria ;Sapotaceae
ENVIRA PRETA;Annonaceae spp ;Annonaceae ;Annonaceae
CHICLETE BRAVO;Micropholis guyanensis;Micropholis ;Sapotaceae
GUARIUBA;Aspidosperma excelsum;Aspidosperma ;Apocynaceae
PAU RAINHA;Brosimum rubescens;Brosimum ;Moraceae
PIMENTA DE NAMBU;Lacistema grandifolium;Lacistema ;Lacistemataceae
SERINGARANA;Euphorbiaceae spp ;Euphorbiaceae ;Euphorbiaceae
ARACA BRAVO;Eugenia cf florida;Eugenia ;Myrtaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
TAQUARI;Mabea spp ;Mabea ;Euphorbiaceae
CARAIPE;Licania sandwithii;Licania ;Chrysobalanaceae
ARACA BRAVO;Quiina amazonica;Quiina ;Quiinaceae
MANDIOQUEIRA;Roucheria columbiana;Roucheria ;Linaceae
GOGO DE GUARIBA;Rinorea sp 2;Rinorea ;Violaceae
LOURO BRANCO;Ocotea floribunda;Ocotea ;Lauraceae
MUIRAUBA;Mouriri duckeana/duckeanoides;Mouriri ;Melastomataceae
PAJURAZINHO;Sacoglottis guianensis;Sacoglottis ;Humiriaceae
INGA VERMELHA;Inga spp ;Inga ;Fabaceae
ABIURANA DE GUARIBA;Pouteria maxima;Pouteria ;Sapotaceae
ARACA BRAVO;Miconia dicrophylla;Miconia ;Melastomataceae
CARDEIRO;Scleronema micranthum;Scleronema ;Malvaceae
INGA COPAIBA;Parkia decussata;Parkia ;Fabaceae
TAPURA;Tapura amazonica;Tapura ;Dichapetalaceae
JOAO MOLE;Neea oppositifolia;Neea ;Nyctaginaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
EMBAUBARANA;Pourouma minor;Pourouma ;Urticaceae
SERINGARANA;Euphorbiaceae spp ;Euphorbiaceae ;Euphorbiaceae
CARAIPE;Licania spp ;Licania ;Chrysobalanaceae
MATAMATA AMARELO;Eschweilera spp ;Eschweilera ;Lecythidaceae
BREU VERMELHO;Protium nitidifolium;Protium ;Burseraceae
INGA COPAIBA;Inga gracilifolia;Inga ;Fabaceae
SERINGARANA;Dodecastigma amazonicum;Dodecastigma ;Euphorbiaceae
LOURO ARITU;Aniba williamsii;Aniba ;Lauraceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
MATAMATA AMARELO;Eschweilera truncata;Eschweilera ;Lecythidaceae
PAU RAINHA;Brosimum rubescens;Brosimum ;Moraceae
INHARE;Pseudolmedia laevis;Pseudolmedia ;Moraceae
RIPEIRO VERMELHO;Eschweilera amazoniciformis;Eschweilera ;Lecythidaceae
MATAMATA AMARELO;Eschweilera pseudodecolorans;Eschweilera ;Lecythidaceae
JOAO MOLE;Neea oppositifolia;Neea ;Nyctaginaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
CASTANHA SAPUCAIA;Lecythis pisonis;Lecythis ;Lecythidaceae
ABIURANA BATINGA;Pouteria eugeniifolia;Pouteria ;Sapotaceae
SERINGA VERMELHA;Hevea guianensis;Hevea ;Euphorbiaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
INGA CHINELO;Inga huberi;Inga ;Fabaceae
MUIRAJIBOIA PRETA;Bocoa viridiflora;Bocoa ;Fabaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
BUCHUCHU;Miconia spp ;Miconia ;Melastomataceae
TINTEIRO;Miconia minutiflora;Miconia ;Melastomataceae
LACRE DA MATA;Vismia spp ;Vismia ;Hypericaceae
MUTUTI;Tachigali alba;Tachigali ;Fabaceae
LOURO FOFO;Licaria martiniana;Licaria ;Lauraceae
CARDEIRO;Scleronema micranthum;Scleronema ;Malvaceae
BREU VERMELHO;Protium altsonii;Protium ;Burseraceae
ABIURANA FEDORENTA;Pouteria erythrochrysa;Pouteria ;Sapotaceae
SERINGARANA;Dodecastigma amazonicum;Dodecastigma ;Euphorbiaceae
URUCURANA;Swartzia polyphylla;Swartzia ;Fabaceae
BREU VERMELHO;Protium apiculatum;Protium ;Burseraceae
URUCURANA;Sloanea floribunda;Sloanea ;Elaeocarpaceae
ABIURANA ABIU;Pouteria guianensis;Pouteria ;Sapotaceae
RIPEIRO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
MATAMATA AMARELO;Eschweilera spp ;Eschweilera ;Lecythidaceae
EMBAUBA BENGUE;Pourouma guianensis;Pourouma ;Urticaceae
SERINGA VERMELHA;Hevea guianensis;Hevea ;Euphorbiaceae
URUCURANA;Sloanea spp ;Sloanea ;Elaeocarpaceae
URUCURANA;Sloanea floribunda;Sloanea ;Elaeocarpaceae
PAU TANINO;Maquira sclerophylla;Maquira ;Moraceae
SERINGARANA;Euphorbiaceae spp ;Euphorbiaceae ;Euphorbiaceae
MUCURAO;Amphirrhox longifolia;Amphirrhox ;Violaceae
BREU VERMELHO;Protium strumosum;Protium ;Burseraceae
FREIJO BRANCO;Cordia spp ;Cordia ;Boraginaceae
ENVIRA PRETA;Fusaea longifolia;Fusaea ;Annonaceae
RIPEIRO BRANCO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
LOURO BOSTA;Endlicheria sericea;Endlicheria ;Lauraceae
ENVIRA FOFA;Guatteria cf australis;Guatteria ;Annonaceae
MACUCU MURICI;Vantanea parviflora;Vantanea ;Humiriaceae
ABIURANA ABIU;Pouteria venosa;Pouteria ;Sapotaceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
BREU BRANCO;Protium nitidifolium;Protium ;Burseraceae
TANIMBUCA;Buchenavia grandis;Buchenavia ;Combretaceae
RIPEIRO;Eschweilera collina;Eschweilera ;Lecythidaceae
ABIURANA FEDORENTA;Pouteria retinervis;Pouteria ;Sapotaceae
ENVIRA AMARGOSA;Duguetia surinamensis;Duguetia ;Annonaceae
MATAMATA AMARELO;Eschweilera truncata;Eschweilera ;Lecythidaceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
TAUARI;Cariniana decandra;Cariniana ;Lecythidaceae
EMBAUBARANA;Pourouma tomentosa;Pourouma ;Urticaceae
TAUARI BRANCO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
LOURO PRETO;Licaria rodriguesii;Licaria ;Lauraceae
RIPEIRO VERMELHO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
CARAPANAUBA;Aspidosperma carapanauba;Aspidosperma ;Apocynaceae
AMAPA MURURE;Brosimum parinarioides;Brosimum ;Moraceae
INHARE;Moraceae spp ;Moraceae ;Moraceae
LOURO SEDA;Ocotea floribunda;Ocotea ;Lauraceae
CASTANHA DE PORCO;Glycydendron amazonicum;Glycydendron ;Euphorbiaceae
MUIRATINGA;Helicostylis tomentosa;Helicostylis ;Moraceae
AZEITONA DA MATA;Myrcia subsericea;Myrcia ;Myrtaceae
ACARIQUARA BRANCA;Geissospermum argenteum;Geissospermum ;Apocynaceae
EMBAUBA BENGUE;Pourouma guianensis;Pourouma ;Urticaceae
URUCUM BRAVO;Croton urucurana;Croton ;Euphorbiaceae
INGA COPAIBA;Inga gracilifolia;Inga ;Fabaceae
MATAMATA AMARELO;Eschweilera truncata;Eschweilera ;Lecythidaceae
CAFE BRAVO;Kutchubaea insignis;Kutchubaea ;Rubiaceae
EMBAUBARANA;Pourouma spp ;Pourouma ;Urticaceae
SERINGARANA;Dodecastigma amazonicum;Dodecastigma ;Euphorbiaceae
CAFE BRAVO;Siparuna decipiens;Siparuna ;Siparunaceae
BREU BRANCO;Protium spp ;Protium ;Burseraceae
MANDIOQUEIRA;Qualea paraensis;Qualea ;Vochysiaceae
TAUARI;Couratari multiflora;Couratari ;Lecythidaceae
PIMENTA DE NAMBU;Lacistema spp ;Lacistema ;Lacistemataceae
ACARIQUARA ROXA;Minquartia guianensis;Minquartia ;Olacaceae
CAPITIU FG;Ocotea cf leucoxylon;Ocotea ;Lauraceae
PAU TANINO;Maquira sclerophylla;Maquira ;Moraceae
MATAMATA AMARELO;Eschweilera truncata;Eschweilera ;Lecythidaceae
UCUUBA;Virola cf elongata;Virola ;Myristicaceae
CAFE BRAVO;Kutchubaea insignis;Kutchubaea ;Rubiaceae
ANGELIM RAJADO;Zygia racemosa;Zygia ;Fabaceae
EMBAUBA;Urticaceae spp ;Urticaceae ;Urticaceae
LOURO FOFO;Aniba panurensis sensu lato;Aniba ;Lauraceae
ACARIQUARA BRANCA;Geissospermum argenteum;Geissospermum ;Apocynaceae
RIPEIRO;Eschweilera pseudodecolorans;Eschweilera ;Lecythidaceae
ABIURANA BATINGA;Pouteria spp ;Pouteria ;Sapotaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
PAPO DE MUTUM;Touroulia guianensis;Touroulia ;Quiinaceae
INGA PELUDA;Inga huberi;Inga ;Fabaceae
ABIURANA CASCA SECA;Pouteria caimito;Pouteria ;Sapotaceae
LOURO ROSA;Ocotea cujumary;Ocotea ;Lauraceae
GITO VERMELHO;Guarea convergens;Guarea ;Meliaceae
SERINGARANA;Rhodothyrsus macrophyllus;Rhodothyrsus ;Euphorbiaceae
GENERAL;Gustavia elliptica;Gustavia ;Lecythidaceae
ABIURANA LEITE AMARELO;Pouteria erythrochrysa;Pouteria ;Sapotaceae
SERINGARANA;Dodecastigma amazonicum;Dodecastigma ;Euphorbiaceae
UCUUBA VERMELHA;Virola calophylla;Virola ;Myristicaceae
LOURO PIRARUCU;Licaria crassifolia;Licaria ;Lauraceae
MATAMATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
MUIRAXIMBE;Amaioua corymbosa;Amaioua ;Rubiaceae
CHICLETE BRAVO;Micropholis guyanensis;Micropholis ;Sapotaceae
INGA FERRO;Swartzia ingifolia;Swartzia ;Fabaceae
MATAMATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
ARACA BRAVO;Myrtaceae spp ;Myrtaceae ;Myrtaceae
CARAIPERANA;Licania hypoleuca;Licania ;Chrysobalanaceae
ABIURANA FEDORENTA;Pouteria retinervis;Pouteria ;Sapotaceae
MATAMATA AMARELO;Eschweilera truncata;Eschweilera ;Lecythidaceae
INGA VERMELHA;Inga paraensis;Inga ;Fabaceae
CAPITIU;Siparuna decipiens;Siparuna ;Siparunaceae
BUCHUCHU VERMELHO;Miconia spp ;Miconia ;Melastomataceae
INGA PELUDA;Inga rubiginosa;Inga ;Fabaceae
LACRE DA MATA;Vismia spp ;Vismia ;Hypericaceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
ABIURANA CUTITE;Pouteria guianensis;Pouteria ;Sapotaceae
GENERAL;Gustavia elliptica;Gustavia ;Lecythidaceae
MUIRACATIARA;Pouteria retinervis;Pouteria ;Sapotaceae
LACRE DA MATA;Vismia spp ;Vismia ;Hypericaceae
LEITEIRA;Brosimum potabile;Brosimum ;Moraceae
ANGELIM RAJADO;Zygia racemosa;Zygia ;Fabaceae
ABIURANA CASCA FINA;Astronium lecointei;Astronium ;Anacardiaceae
MUIRAJIBOIA JERIMUM;Swartzia tomentifera;Swartzia ;Fabaceae
JACA BRAVA;Trymatococcus amazonicus;Trymatococcus ;Moraceae
JOAO MOLE;Neea oppositifolia;Neea ;Nyctaginaceae
LOURO PIRARUCU;Licaria crassifolia;Licaria ;Lauraceae
TANIMBUCA;Buchenavia sp 1;Buchenavia ;Combretaceae
ARABA ROXO;Swartzia polyphylla;Swartzia ;Fabaceae
SERINGARANA;Croton urucurana;Croton ;Euphorbiaceae
ENVIRA PRETA;Annonaceae spp ;Annonaceae ;Annonaceae
LOURO PRETO;Ocotea nigrescens;Ocotea ;Lauraceae
BRANQUINHA;Rinorea racemosa;Rinorea ;Violaceae
CAFE BRAVO;Palicourea sp ;Palicourea ;Rubiaceae
TAUARI;Eschweilera sp ;Eschweilera ;Lecythidaceae
TAUARI BRANCO;Mabea speciosa;Mabea ;Euphorbiaceae
ABIURANA BRANCA;Sapotaceae spp ;Sapotaceae ;Sapotaceae
TAPURA;Tapura amazonica;Tapura ;Dichapetalaceae
INGA BRANCA;Inga spp ;Inga ;Fabaceae
TAQUARI;Mabea speciosa;Mabea ;Euphorbiaceae
CHICLETE BRAVO;Brosimum guianense;Brosimum ;Moraceae
ABIURANA DOURADINHA;Pouteria filipes;Pouteria ;Sapotaceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
LOURO;Lauraceae spp ;Lauraceae ;Lauraceae
PIABINHA;Casearia sylvestris;Casearia ;Salicaceae
BREU BRANCO;Protium apiculatum;Protium ;Burseraceae
CARDEIRO;Scleronema micranthum;Scleronema ;Malvaceae
MATAMATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
ACARIQUARA BRANCA;Geissospermum argenteum;Geissospermum ;Apocynaceae
INHARE;Moraceae spp ;Moraceae ;Moraceae
ABIURANA BACURI;Ecclinusa guianensis;Ecclinusa ;Sapotaceae
ABIURANA CASCA FINA;Pouteria fimbriata;Pouteria ;Sapotaceae
MATAMATA AMARELO;Eschweilera collina;Eschweilera ;Lecythidaceae
INGA BRANCA;Inga rubiginosa;Inga ;Fabaceae
PITOMBA DA MATA;Toulicia petiolulata;Toulicia ;Sapindaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
MUIRATINGA;Protium apiculatum;Protium ;Burseraceae
TINTEIRO;Miconia minutiflora;Miconia ;Melastomataceae
BREU VERMELHO;Protium cf crassipetalum;Protium ;Burseraceae
MUIRAJIBOIA JERIMUM;Bocoa viridiflora;Bocoa ;Fabaceae
SERINGA VERMELHA;Hevea guianensis;Hevea ;Euphorbiaceae
MATAMATA AMARELO;Eschweilera truncata;Eschweilera ;Lecythidaceae
MATAMATA AMARELO;Eschweilera truncata;Eschweilera ;Lecythidaceae
GOIABINHA;Myrcia spp ;Myrcia ;Myrtaceae
INGA VERMELHA;Inga spp ;Inga ;Fabaceae
MUIRAJIBOIA JERIMUM;Swartzia tomentifera;Swartzia ;Fabaceae
TACHI PRETO;Tachigali micropetala;Tachigali ;Fabaceae
ENVIRA PRETA;Annonaceae spp ;Annonaceae ;Annonaceae
PIMENTA DE NAMBU;Lacistema aggregatum/polystachyum;Lacistema ;Lacistemataceae
UCUUBA PUNA;Iryanthera juruensis;Iryanthera ;Myristicaceae
SERINGARANA;Euphorbiaceae spp ;Euphorbiaceae ;Euphorbiaceae
GUARIUBA;Clarisia racemosa;Clarisia ;Moraceae
MANDIOQUEIRA;Qualea paraensis;Qualea ;Vochysiaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
ROSADA BRAVA;Micropholis splendens;Micropholis ;Sapotaceae
PEPINO DA MATA;Ambelania acida;Ambelania ;Apocynaceae
BREU BRANCO;Protium spp ;Protium ;Burseraceae
BREU BRANCO;Protium spp ;Protium ;Burseraceae
ENVIRA TARIPUCU;Pseudoxandra obscurinervis;Pseudoxandra ;Annonaceae
ABIURANA FEDORENTA;Pouteria retinervis;Pouteria ;Sapotaceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
FREIJO BRANCO;Cordia spp ;Cordia ;Boraginaceae
ENVIRA PRETA;Fusaea longifolia;Fusaea ;Annonaceae
ENVIRA BOBO;Annona neoinsignis;Annona ;Annonaceae
UCUUBA VERMELHA;Virola sebifera;Virola ;Myristicaceae
MATAMATA AMARELO;Eschweilera truncata;Eschweilera ;Lecythidaceae
FALSA CUPIUBA;Rinorea racemosa;Rinorea ;Violaceae
TACHI VERMELHO;Tachigali sp 1;Tachigali ;Fabaceae
INGA CHINELO;Inga huberi;Inga ;Fabaceae
BUCHUCHU;Miconia spp ;Miconia ;Melastomataceae
ANGELIM PEDRA;Dinizia excelsa;Dinizia ;Fabaceae
CASTANHA VERMELHA;Eschweilera atropetiolata;Eschweilera ;Lecythidaceae
PAJURAZINHO;Couepia elata;Couepia ;Chrysobalanaceae
ANGELIM RAJADO;Zygia racemosa;Zygia ;Fabaceae
ABIURANA ABIU;Sapotaceae spp ;Sapotaceae ;Sapotaceae
LOURO PRETO;Licaria crassifolia;Licaria ;Lauraceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
CAFE BRAVO;Kutchubaea insignis;Kutchubaea ;Rubiaceae
BREU VERMELHO;Tetragastris panamensis;Tetragastris ;Burseraceae
MATA MATA AMARELO;Eschweilera sp ;Eschweilera ;Lecythidaceae
EMBAUBARANA;Pourouma spp ;Pourouma ;Urticaceae
EMBAUBARANA;Pourouma tomentosa;Pourouma ;Urticaceae
SUCUPIRA AMARELA;Vatairea sericea;Vatairea ;Fabaceae
INGA BRANCA;Inga sp ;Inga ;Fabaceae
EMBAUBARANA;Pourouma bicolor;Pourouma ;Urticaceae
TACHI VERMELHO;Tachigali sp 1;Tachigali ;Fabaceae
ACARIQUARA BRANCA;Geissospermum argenteum;Geissospermum ;Apocynaceae
CAFE BRAVO;Kutchubaea insignis;Kutchubaea ;Rubiaceae
SERINGA VERMELHA;Hevea guianensis;Hevea ;Euphorbiaceae
BUCHUCHU;Miconia dicrophylla;Miconia ;Melastomataceae
MAMAOZINHO;Mouriri duckeana/duckeanoides;Mouriri ;Melastomataceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
UCUUBA VERMELHA;Virola spp ;Virola ;Myristicaceae
LOURO ROSA;Aniba panurensis sensu lato;Aniba ;Lauraceae
MACUCU FOFO;Chrysobalanaceae spp ;Chrysobalanaceae ;Chrysobalanaceae
ARACA BRAVO;Myrtaceae sp 1;Myrtaceae ;Myrtaceae
RIPEIRO BRANCO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
INGA CHINELO;Inga huberi;Inga ;Fabaceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
UXI AMARELO;Endopleura uchi;Endopleura ;Humiriaceae
ANGELIM RAJADO;Zygia racemosa;Zygia ;Fabaceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
MATAMATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
MUCURAO;Amphirrhox longifolia;Amphirrhox ;Violaceae
UCUUBA;Virola calophylla;Virola ;Myristicaceae
MATAMATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
ENVIRA AMARGOSA;Annonaceae spp ;Annonaceae ;Annonaceae
PIAOZINHO;Dodecastigma amazonicum;Dodecastigma ;Euphorbiaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
ABIURANA BACURI;Ecclinusa guianensis;Ecclinusa ;Sapotaceae
MATAMATA AMARELO;Eschweilera truncata;Eschweilera ;Lecythidaceae
SERINGA VERMELHA;Hevea guianensis;Hevea ;Euphorbiaceae
ENVIRA SURUCUCU;Unonopsis duckei;Unonopsis ;Annonaceae
ARACA BRAVO;Myrtaceae spp ;Myrtaceae ;Myrtaceae
BREU VERMELHO;Tetragastris panamensis;Tetragastris ;Burseraceae
CARAIPE;Licania sclerophylla;Licania ;Chrysobalanaceae
SERINGARANA;Euphorbiaceae spp ;Euphorbiaceae ;Euphorbiaceae
ABIURANA CUTITE FL;Pouteria cf macrophylla;Pouteria ;Sapotaceae
CARDEIRO;Scleronema micranthum;Scleronema ;Malvaceae
MATAMATA AMARELO;Eschweilera truncata;Eschweilera ;Lecythidaceae
ABIURANA ABIU;Pouteria filipes;Pouteria ;Sapotaceae
MOELA DE MUTUM;Touroulia guianensis;Touroulia ;Quiinaceae
BREU BRANCO;Protium decandrum;Protium ;Burseraceae
MATAMATA PRETO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
CUMARURANA;Dipteryx magnifica;Dipteryx ;Fabaceae
UCUUBA PUNA;Eschweilera atropetiolata;Eschweilera ;Lecythidaceae
GENERAL;Gustavia elliptica;Gustavia ;Lecythidaceae
EMBAUBARANA;Pourouma spp ;Pourouma ;Urticaceae
MACARANDUBA;Pourouma spp ;Micropholis ;Sapotaceae
GITO MIRIM;Trichilia micrantha;Trichilia ;Meliaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
RIPEIRO VERMELHO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
SAPATEIRO;Byrsonima rodriguesii;Byrsonima ;Malpighiaceae
ACARIQUARA ROXA;Minquartia guianensis;Minquartia ;Olacaceae
ABIURANA OLHO DE VEADO;Pouteria anomala;Pouteria ;Sapotaceae
TAUARI;Couratari stellata;Couratari ;Lecythidaceae
SERINGARANA;Dodecastigma amazonicum;Dodecastigma ;Euphorbiaceae
ABIURANA BRANCA;Micropholis egensis;Micropholis ;Sapotaceae
LOURO ROSA;Aniba panurensis sensu lato;Aniba ;Lauraceae
RIPEIRO VERMELHO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
ABIURANA FEDORENTA;Chrysophyllum manaosense;Chrysophyllum ;Sapotaceae
LOURO FOFO;Ocotea percurrens;Ocotea ;Lauraceae
RIPEIRO;Eschweilera pseudodecolorans;Eschweilera ;Lecythidaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
LOURO ARITU;Aniba panurensis sensu lato;Aniba ;Lauraceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
PAU ROSA;Aniba rosaeodora;Aniba ;Lauraceae
LOURO PRETO;Ocotea cinerea;Ocotea ;Lauraceae
ARABA ROXO;Swartzia reticulata;Swartzia ;Fabaceae
PAPO DE MUTUM;Quiina amazonica;Quiina ;Quiinaceae
TACHI PRETO;Tachigali cf glauca;Tachigali ;Fabaceae
MATAMATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
CAPITIU;Siparuna decipiens;Siparuna ;Siparunaceae
FAVEIRA PE DE ARARA;Parkia decussata;Parkia ;Fabaceae
CARAIPE;Licania blackii;Licania ;Chrysobalanaceae
UCUUBA VERMELHA;Virola calophylla;Virola ;Myristicaceae
RIPEIRO BRANCO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
SAPATEIRO;Byrsonima rodriguesii;Byrsonima ;Malpighiaceae
CASTANHA VERMELHA;Couratari stellata;Couratari ;Lecythidaceae
ACARIQUARA BRANCA;Geissospermum argenteum;Geissospermum ;Apocynaceae
ABIURANA BATINGA;Guarea scabra;Guarea ;Meliaceae
LOURO PRETO;Dicypellium manausense;Dicypellium ;Lauraceae
BREU MANGA;Trattinnickia burserifolia;Trattinnickia ;Burseraceae
GOGO DE GUARIBA;Indeterminado;#VALOR!;Indeterminado 
LOURO ROSA;Aniba panurensis sensu lato;Aniba ;Lauraceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
CASTANHA VERMELHA;Eschweilera atropetiolata;Eschweilera ;Lecythidaceae
INGA VERMELHA;Inga marginata;Inga ;Fabaceae
CACAUI;Theobroma sylvestre;Theobroma ;Malvaceae
PITOMBA DA MATA;Toulicia guianensis;Toulicia ;Sapindaceae
MATAMATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
BUCHUCHU CANELA DE VELHO;Miconia dicrophylla;Miconia ;Melastomataceae
SERINGARANA;Dodecastigma amazonicum;Dodecastigma ;Euphorbiaceae
MATAMATA AMARELO;Eschweilera spp ;Eschweilera ;Lecythidaceae
SERINGARANA;Hevea guianensis;Hevea ;Euphorbiaceae
JUTAIMIRIM;Pterocarpus rohrii;Pterocarpus ;Fabaceae
RIPEIRO VERMELHO;Eschweilera spp ;Eschweilera ;Lecythidaceae
MACUCU CHIADOR;Miconia minutiflora;Miconia ;Melastomataceae
TAUARI;Lecythidaceae spp ;Lecythidaceae ;Lecythidaceae
SERINGA VERMELHA;Hevea guianensis;Hevea ;Euphorbiaceae
UCUQUIRANA BRAVA;Chrysophyllum ucuquirana-branca;Chrysophyllum ;Sapotaceae
UXIRANA;Aiouea myristicoides;Aiouea ;Lauraceae
CASTANHA VERMELHA;Lecythis prancei;Lecythis ;Lecythidaceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
GENERAL;Gustavia elliptica;Gustavia ;Lecythidaceae
CASTANHA JARANA FM;Lecythis prancei;Lecythis ;Lecythidaceae
ROSADA BRAVA;Micropholis splendens;Micropholis ;Sapotaceae
SAPATEIRO;Dystovomita brasiliensis;Dystovomita ;Clusiaceae
MUIRAJIBOIA AMARELA;Swartzia recurva;Swartzia ;Fabaceae
MACUCU FOFO;Vantanea parviflora;Vantanea ;Humiriaceae
BREU BRANCO;Protium pallidum;Protium ;Burseraceae
EMBAUBARANA;Pourouma guianensis;Pourouma ;Urticaceae
FAVEIRA PE DE ARARA;Parkia decussata;Parkia ;Fabaceae
UXI AMARELO;Endopleura uchi;Endopleura ;Humiriaceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
MATAMATA AMARELO;Eschweilera sp ;Eschweilera ;Lecythidaceae
TAQUARI BRANCO;Mabea speciosa;Mabea ;Euphorbiaceae
ARABA ROXO;Swartzia reticulata;Swartzia ;Fabaceae
TACHI VERMELHO;Cupania rubiginosa;Cupania ;Sapindaceae
ARACA BRAVO;Myrtaceae spp ;Myrtaceae ;Myrtaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
CARDEIRO;Scleronema micranthum;Scleronema ;Malvaceae
MATAMATA AMARELO;Eschweilera truncata;Eschweilera ;Lecythidaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
GITO;Trichilia micrantha;Trichilia ;Meliaceae
ENVIRA FOFA;Guatteria spp ;Guatteria ;Annonaceae
CUPIUBA;Goupia glabra;Goupia ;Goupiaceae
PIMENTA DE NAMBU;Lacistema aggregatum/polystachyum;Lacistema ;Lacistemataceae
ENVIRA FOFA;Guatteria olivacea;Guatteria ;Annonaceae
INGA BRANCA;Inga paraensis;Inga ;Fabaceae
ABIURANA FEDORENTA;Pouteria retinervis;Pouteria ;Sapotaceae
INGA VERMELHA;Inga pezizifera;Inga ;Fabaceae
SUCUPIRA CHORONA;Andira unifoliolata;Andira ;Fabaceae
UCUUBA BRANCA;Osteophloeum platyspermum;Osteophloeum ;Myristicaceae
ABIURANA ROXA;Sapotaceae spp ;Sapotaceae ;Sapotaceae
